epoch,train_loss,train_bce,train_hierarchy_penalty,validation_loss,validation_macro_f1_at_0_5,validation_micro_f1_at_0_5
1,0.5185896691969358,0.5185896691969358,0.0,0.23327325072695954,0.4357403814792633,0.49212372303009033
2,0.35436053434288306,0.35436053434288306,0.0,0.21942227597483535,0.4471655488014221,0.5072650909423828
3,0.29319013175531583,0.29319013175531583,0.0,0.20126243158873275,0.4759195148944855,0.5308505892753601
4,0.24363567491096802,0.24363567491096802,0.0,0.18503611361627356,0.48568159341812134,0.5433931350708008
5,0.20840337886870286,0.20840337886870286,0.0,0.17245607235882293,0.5018885135650635,0.5659555792808533
6,0.1825553062920455,0.1825553062920455,0.0,0.16583443582121457,0.508653998374939,0.5717865824699402
7,0.1584494328172297,0.1584494328172297,0.0,0.1591327869635565,0.526567816734314,0.5877315402030945
8,0.1368028419440476,0.1368028419440476,0.0,0.15331095255135016,0.5320760607719421,0.59742271900177
9,0.12226002932807123,0.12226002932807123,0.0,0.15208427092680005,0.5421595573425293,0.6041646599769592
10,0.10858822694364055,0.10858822694364055,0.0,0.15105132885942474,0.5399569869041443,0.6062300205230713
11,0.09754105760347358,0.09754105760347358,0.0,0.15131235356374562,0.5397174954414368,0.6089698076248169
12,0.08789115305398734,0.08789115305398734,0.0,0.15393725016618523,0.5405735373497009,0.6118373274803162
13,0.08450157023123676,0.08450157023123676,0.0,0.15410988696114788,0.5449672937393188,0.6129301190376282
14,0.07463350643831058,0.07463350643831058,0.0,0.1524460599693235,0.5485571026802063,0.6187677383422852
15,0.0718551371636361,0.0718551371636361,0.0,0.1536891371513414,0.5506100654602051,0.6246299147605896
16,0.06320710852041458,0.06320710852041458,0.0,0.15510424067921763,0.555756688117981,0.6254681944847107
17,0.056487712407361584,0.056487712407361584,0.0,0.1566406516614256,0.5507778525352478,0.6246654391288757
18,0.05180921704768294,0.05180921704768294,0.0,0.16004473533605987,0.5457982420921326,0.6237303614616394
19,0.04787747769262016,0.04787747769262016,0.0,0.15970886518217062,0.5549968481063843,0.6310513615608215
20,0.04303931019098344,0.04303931019098344,0.0,0.1686228970182798,0.5439485907554626,0.6213172674179077
21,0.04552483773780884,0.04552483773780884,0.0,0.16640354467815055,0.5527267456054688,0.6275720596313477
22,0.03960966235195332,0.03960966235195332,0.0,0.16833363883967292,0.5486366152763367,0.6224347352981567
23,0.03458264875651639,0.03458264875651639,0.0,0.16941449831676667,0.5550925731658936,0.6305092573165894
24,0.0347705048664637,0.0347705048664637,0.0,0.17580303677409131,0.5572185516357422,0.6288421750068665
25,0.03068039330480633,0.03068039330480633,0.0,0.1748291432616199,0.5503103137016296,0.6298198103904724
26,0.02998186016528432,0.02998186016528432,0.0,0.179640803082066,0.5499674081802368,0.6304271221160889
27,0.032267010078979835,0.032267010078979835,0.0,0.18297462170753503,0.5444190502166748,0.6150911450386047
28,0.031209270325974384,0.031209270325974384,0.0,0.18656650423724183,0.5504088997840881,0.6259578466415405
29,0.02893880166922727,0.02893880166922727,0.0,0.18746701786570424,0.5432731509208679,0.6269547343254089
30,0.02726380355777024,0.02726380355777024,0.0,0.19069540640349178,0.5527861714363098,0.6279544234275818
31,0.027103157298384962,0.027103157298384962,0.0,0.19525721818430958,0.5479050278663635,0.6186793446540833
32,0.025252146469882424,0.025252146469882424,0.0,0.1976221902726582,0.5362372398376465,0.6122448444366455
33,0.030698973862438965,0.030698973862438965,0.0,0.2061698587622034,0.5439104437828064,0.615855872631073
34,0.030577762465413362,0.030577762465413362,0.0,0.20918285793367034,0.5489269495010376,0.6232868432998657
35,0.03355457393249749,0.03355457393249749,0.0,0.2139076705987891,0.5395447611808777,0.615747332572937
36,0.02648774191891337,0.02648774191891337,0.0,0.21045323178226089,0.5448832511901855,0.6196041107177734
