epoch,train_loss,validation_loss,validation_accuracy,validation_macro_f1,validation_macro_f1_excluding_other,validation_weighted_f1
1,1.5787264913575263,1.4465991726771057,0.604504048582996,0.5136597138261989,0.5406944356065251,0.5949249250846883
2,1.224223526388194,1.4036863535521966,0.6133603238866396,0.5223165311094803,0.5492698179240502,0.6055272584874886
3,1.1091574350215547,1.4233404422095912,0.6070344129554656,0.5167456553724656,0.5439427951289112,0.5992589075489142
4,1.0215433885299305,1.4056079107740147,0.6169028340080972,0.5225050267260294,0.5500052912905573,0.6065291991385402
5,0.9563228749779313,1.4147087436938575,0.6143724696356275,0.5240206746966769,0.549566639523072,0.6069201622340912
6,0.9031121868931341,1.40734048217897,0.6148785425101214,0.5263039790841617,0.5534501718891454,0.604783556783467
7,0.8606273048942295,1.438452087433232,0.6128542510121457,0.5246443941169698,0.5506294761730447,0.6056079612030079
8,0.8206155341000733,1.43014001653262,0.6034919028340081,0.5190755224831918,0.5453156646921586,0.5950013672651808
9,0.7899375329648717,1.4229670574790554,0.6174089068825911,0.5306218798310023,0.5569937340196706,0.6061320237564692
10,0.7564936739062935,1.443027573558483,0.6143724696356275,0.5281610893653474,0.5549064098582605,0.6045532366480498
11,0.7330532958722028,1.444370489854079,0.6151315789473685,0.5247405875999318,0.5513214378158473,0.6028896512140616
12,0.7073870975547493,1.4595271778492793,0.6156376518218624,0.5187437145737228,0.5444827011146014,0.602661148030252
13,0.6845491762486458,1.467977971683147,0.611336032388664,0.52294578253298,0.5493951309154891,0.5998479041668863
14,0.6669523585303805,1.4816033598865093,0.6090587044534413,0.5224525371626778,0.5484674594299499,0.6008044493926883
15,0.6451084395948197,1.502472321514176,0.6072874493927125,0.5214013879329975,0.5468851819123351,0.5985751930512294
16,0.6293431605596523,1.5032203380878155,0.6057692307692307,0.5197708762286761,0.5456652498313549,0.5972280008465183
17,0.6119312137819637,1.5264672306385116,0.6007085020242915,0.5169958748955885,0.5422568663618281,0.5923410817085231
18,0.5970207287862087,1.5274700520009648,0.604757085020243,0.5153106262967946,0.5409066851941849,0.5948632096894599
19,0.5847495966823587,1.5369266208849455,0.604504048582996,0.5172528134531146,0.5434546733333756,0.5938237081515616
20,0.5703440315818585,1.545247112691161,0.6050101214574899,0.5171523254923655,0.5433871011085402,0.5947267699396954
21,0.5577616347847704,1.5613453359256388,0.6022267206477733,0.5188312662408815,0.545149788531296,0.5943519469643982
