threshold,supported_macro_f1,micro_f1
0.1,0.3220884561857748,0.41656757827982566
0.11,0.3270027525205823,0.4244031830238727
0.12,0.33139120624716867,0.43131925569726115
0.13,0.33477287943623213,0.4379483884784238
0.14,0.33664981447572206,0.4430628272251309
0.15,0.3396344150663873,0.4489295272078501
0.16,0.3397786170810097,0.4520454545454546
0.17,0.3440447238482635,0.45795151374550513
0.18,0.3481422511582209,0.4636074082812316
0.19,0.3457009741559653,0.4645763523216851
0.2,0.34488272305981527,0.4681265206812652
0.21,0.3454032645935713,0.46916625555007396
0.22,0.347862160163597,0.4722048719550281
0.23,0.3491238862291887,0.47470031545741326
0.24,0.3528275649075714,0.47790090434339566
0.25,0.3530816518144572,0.4804943993820008
0.26,0.35088373288150315,0.4822916666666666
0.27,0.35361135200876964,0.4857029911714323
0.28,0.3514124995797634,0.48558905565148097
0.29,0.3518646439719067,0.48664608777345325
0.3,0.3519652001518076,0.48800975477577563
0.31,0.35053385431371936,0.4891691801480669
0.32,0.35206027026288794,0.4913542675335455
0.33,0.35210337552325066,0.4933797909407665
0.34,0.3513242620836993,0.493958977240798
0.35,0.35054578892087945,0.49531914893617013
0.36,0.3525174418443999,0.49713958810068654
0.37,0.35209580244956373,0.49862855492998415
0.38,0.35389649061109746,0.502332361516035
0.39,0.3533794788117647,0.5044938853690879
0.4,0.35481979935181385,0.5058631438325664
0.41,0.3545055370400801,0.506355615373112
0.42,0.35581791042167804,0.5076019870540419
0.43,0.35758896746508306,0.5087319665907365
0.44,0.3590431191264185,0.5107230392156862
0.45,0.361524323422341,0.5137388082741586
0.46,0.3597103650033364,0.5134588454955656
0.47,0.3614860344690364,0.5149756938999529
0.48,0.36218000807628925,0.5161901753277524
0.49,0.3619545335889439,0.5173511620503024
0.5,0.36250950121656295,0.5181978515311849
0.51,0.3620278719755589,0.5195476575121162
0.52,0.3610120927907001,0.5201107311512783
0.53,0.3568725745560077,0.5173884514435695
0.54,0.3562861879643656,0.5184206178754336
0.55,0.35553306778482624,0.5190357439733998
0.56,0.35499394299808235,0.520997155763761
0.57,0.3558983462658138,0.5212264150943396
0.58,0.3537405461307269,0.5229777853145667
0.59,0.35301623831498025,0.5232974910394266
0.6,0.3532321663110228,0.5255198487712665
0.61,0.35304396844543773,0.5254413291796469
0.62,0.3511003930754827,0.524664458776364
0.63,0.3504413573935264,0.5246188890835817
0.64,0.34917793591009844,0.5235491268301289
0.65,0.34822577347544076,0.5227434257285003
0.66,0.3460697283635841,0.5222679306027543
0.67,0.34190474092213585,0.5207057976233345
0.68,0.3411422175541787,0.5218812420555656
0.69,0.33782294183276806,0.5201974044964358
0.7,0.3363963225035819,0.520794994479205
0.71,0.3298304194870623,0.5180655919955531
0.72,0.3299846406680959,0.5182835820895523
0.73,0.3277896313938716,0.5157161678900809
0.74,0.32491627514877613,0.5154795821462488
0.75,0.32302238234878583,0.5146131805157593
0.76,0.3217953031949674,0.5144397381594147
0.77,0.3202747055494074,0.5135187706671853
0.78,0.3181295489643132,0.5125293657008614
0.79,0.3149338065274539,0.5117380153876504
0.8,0.310773540771235,0.508245579177429
0.81,0.30675583637469295,0.5061109997996394
0.82,0.30581442017882293,0.5064777327935223
0.83,0.304915185820721,0.5056065239551478
0.84,0.30155500367921423,0.5046191747074523
0.85,0.2957267788450582,0.5009345794392523
0.86,0.28925915096233934,0.4994749002310439
0.87,0.28698535296593675,0.498728813559322
0.88,0.28097586649921746,0.4937848264037719
0.89,0.2786352807263592,0.4875406283856988
0.9,0.2738097575767381,0.48475542882211015
