epoch,train_loss,train_bce,train_hierarchy_penalty,validation_loss,validation_macro_f1_at_0_5,validation_micro_f1_at_0_5
1,0.2829954876664641,0.2829954876664641,0.0,0.09706798949155764,0.29918593168258667,0.37062862515449524
2,0.17535851362208688,0.17535851362208688,0.0,0.08903289586159997,0.31128570437431335,0.38374751806259155
3,0.14655619293270117,0.14655619293270117,0.0,0.08146523562586709,0.323194682598114,0.3948923647403717
4,0.12565430251315088,0.12565430251315088,0.0,0.07600713397277295,0.32655030488967896,0.40615570545196533
5,0.10924454392215861,0.10924454392215861,0.0,0.07421144844682527,0.32757997512817383,0.40990138053894043
6,0.0961491432632105,0.0961491432632105,0.0,0.06713967712734659,0.34087952971458435,0.42753976583480835
7,0.08483971481528489,0.08483971481528489,0.0,0.06432219977553923,0.34979048371315,0.4351027011871338
8,0.07520253913711268,0.07520253913711268,0.0,0.06189250741010935,0.3506205081939697,0.4455026388168335
9,0.06764586899895345,0.06764586899895345,0.0,0.05971110939197362,0.3517986834049225,0.44787681102752686
10,0.06161277129306059,0.06161277129306059,0.0,0.05841508423601401,0.3593679666519165,0.4576255977153778
11,0.056016605496091436,0.056016605496091436,0.0,0.057658730155010725,0.3595404326915741,0.45998671650886536
12,0.052170413903480414,0.052170413903480414,0.0,0.05506993897813634,0.36292052268981934,0.47345423698425293
13,0.04836396666594734,0.04836396666594734,0.0,0.056235314027966526,0.36380353569984436,0.47335514426231384
14,0.044401072260789674,0.044401072260789674,0.0,0.05516427697939662,0.35809192061424255,0.47625431418418884
15,0.04200029857663481,0.04200029857663481,0.0,0.05625154941787305,0.359750896692276,0.4775581955909729
16,0.03886770435627551,0.03886770435627551,0.0,0.053728939271016476,0.36024436354637146,0.4852122664451599
17,0.03619124222451952,0.03619124222451952,0.0,0.053805545400544684,0.36442768573760986,0.487344890832901
18,0.034394309764990715,0.034394309764990715,0.0,0.054152731740339896,0.36435598134994507,0.4901590049266815
19,0.032626749058278275,0.032626749058278275,0.0,0.05443133213459139,0.36596447229385376,0.49339553713798523
20,0.030050563495102323,0.030050563495102323,0.0,0.054184823233905194,0.35978350043296814,0.49426281452178955
21,0.029459561770050702,0.029459561770050702,0.0,0.05552506085366123,0.36321204900741577,0.496999055147171
22,0.02752674528990026,0.02752674528990026,0.0,0.0552480826244064,0.36539819836616516,0.4972465932369232
23,0.02698707763991573,0.02698707763991573,0.0,0.056011932002388035,0.3634159564971924,0.49831607937812805
24,0.02588242707589075,0.02588242707589075,0.0,0.05771680142515684,0.36288532614707947,0.49516597390174866
25,0.024600699945236525,0.024600699945236525,0.0,0.056657092690750754,0.36387234926223755,0.498623251914978
26,0.022710962163254713,0.022710962163254713,0.0,0.05719020779066607,0.35897690057754517,0.4991835057735443
27,0.02257305831133962,0.02257305831133962,0.0,0.058520967408163864,0.3568316102027893,0.49759384989738464
28,0.021252701871070173,0.021252701871070173,0.0,0.057980054519570244,0.35926327109336853,0.5017045736312866
29,0.019645233237547216,0.019645233237547216,0.0,0.059108178888172075,0.3603444993495941,0.5022048354148865
30,0.01909154596712996,0.01909154596712996,0.0,0.05918425512466952,0.3571699857711792,0.5032647252082825
31,0.019012675102065182,0.019012675102065182,0.0,0.06006954810347418,0.3523223102092743,0.5025771260261536
