threshold,supported_macro_f1,micro_f1
0.1,0.29605035015419395,0.3757021011025588
0.11,0.3014618422058101,0.3829483889364129
0.12,0.3070720396988251,0.38935533328466093
0.13,0.3115891813865554,0.3951290575622875
0.14,0.3149025058209697,0.39975582770592494
0.15,0.31867977282783855,0.4046850071987237
0.16,0.3221172201587837,0.4098822223103462
0.17,0.3252478092642293,0.41438895393435343
0.18,0.32930141029357873,0.4190374682298926
0.19,0.33136173205341574,0.4229728041314398
0.2,0.33555993179142074,0.4273677971124941
0.21,0.3375775417541427,0.4307982994803968
0.22,0.3388857995620586,0.4339762288301624
0.23,0.342129952346452,0.43762419960256127
0.24,0.34378991430509975,0.4406991819035272
0.25,0.34539640057104576,0.4436304436304436
0.26,0.34627258249680554,0.4453885158284227
0.27,0.34816674686731675,0.44831408775981524
0.28,0.34950583488981635,0.45115170770452745
0.29,0.35050305789030434,0.4538497874350496
0.3,0.35218230169142,0.457140125256968
0.31,0.3536914321492601,0.46000676622686193
0.32,0.3546477726479417,0.46207132055222205
0.33,0.3550305710553803,0.4641537324464154
0.34,0.3568585372513919,0.4669221962267907
0.35,0.3578809603846868,0.4688725736699185
0.36,0.3579064286421351,0.47075533911631917
0.37,0.3584760918945719,0.4725505244308007
0.38,0.3593165196226357,0.4745132469142178
0.39,0.3603599521607797,0.4763096168881939
0.4,0.36067692819449004,0.47787703625853917
0.41,0.3615056510370821,0.47964423738683887
0.42,0.36243913959673224,0.48212854624138485
0.43,0.3630325823398444,0.48310374515712445
0.44,0.3639224374283131,0.48475973532921146
0.45,0.36475470632552753,0.48601092896174863
0.46,0.36490010096443165,0.48716253443526175
0.47,0.3642792200187125,0.4881461329187719
0.48,0.36480139553382024,0.49019827489638185
0.49,0.3653595487260755,0.4914737436476567
0.5,0.3659644845456214,0.49339558187201094
0.51,0.36498362530857414,0.49479795367017304
0.52,0.3644552480831592,0.49554346567889795
0.53,0.3645227270806185,0.4967647916059458
0.54,0.36462762412308525,0.4970921694178464
0.55,0.36510663540013694,0.49866808737346835
0.56,0.36450904390161687,0.500059658751939
0.57,0.36433932181584794,0.5007805932508705
0.58,0.3646013806787387,0.5017244508985297
0.59,0.3644342826638218,0.5031431187061336
0.6,0.36490342845980556,0.5045200172191132
0.61,0.36488897703512385,0.5051105742427059
0.62,0.36443535571763064,0.5058632734530939
0.63,0.3644942179383196,0.5069078121075107
0.64,0.36382259971598346,0.5078822412155746
0.65,0.3640524939283938,0.5093437081446521
0.66,0.36372690125835005,0.5102145702171399
0.67,0.36374564183483904,0.5104895104895105
0.68,0.36350342037124816,0.5111575101135326
0.69,0.36512538022491,0.5127193847367383
0.7,0.3641158709543687,0.5122969837587007
0.71,0.3636714837616054,0.5123481511146709
0.72,0.3629016789076175,0.5115684691955877
0.73,0.3618670049112189,0.5110162022913701
0.74,0.36101663983371907,0.5117550574084199
0.75,0.3593944586184625,0.5113393534155924
0.76,0.3590153897906107,0.5115697310819262
0.77,0.3561055504227849,0.5102713314169529
0.78,0.3553927036470329,0.5097956008204257
0.79,0.353536629810567,0.5083874652009422
0.8,0.3512421653273635,0.5077377096379472
0.81,0.3503398994784975,0.5078119322723639
0.82,0.34881774039332064,0.5075985610454444
0.83,0.346693478171123,0.5059687106102173
0.84,0.34318141552283904,0.5035237666816614
0.85,0.34137308011306244,0.5025361495949732
0.86,0.33997843365069425,0.5010706638115632
0.87,0.33796030575196456,0.4990325826174445
0.88,0.3315239802905511,0.4949423665019995
0.89,0.3274603391106815,0.49222962258166836
0.9,0.32162325074862913,0.4876791753905621
