threshold,supported_macro_f1,micro_f1
0.1,0.29476079868724997,0.37181571815718156
0.11,0.3001775463089899,0.3791204962018259
0.12,0.3059392950799882,0.38599371787549974
0.13,0.31051171590118415,0.3917902271565262
0.14,0.31392462844584745,0.39677623969254877
0.15,0.31769783273924324,0.40190222560395666
0.16,0.3211601987887199,0.4071819133672005
0.17,0.3245015714991024,0.411985314436856
0.18,0.32857588023873124,0.4167435146946795
0.19,0.33072771513281607,0.42092397946712296
0.2,0.33497315297412056,0.42539445893899863
0.21,0.3370595790361204,0.42893166344456585
0.22,0.33837506273483864,0.43229654878568385
0.23,0.3415871329685278,0.4361766485178463
0.24,0.34324306429623885,0.4394085221804182
0.25,0.34477800486651783,0.4423298220766575
0.26,0.3457173460393593,0.4444742489270386
0.27,0.3475591961576356,0.4472756844673353
0.28,0.34889524299493085,0.4500114285714286
0.29,0.3499007132924474,0.4526505522946804
0.3,0.35164641949574765,0.4562421067402591
0.31,0.3531692873943455,0.45928939773856275
0.32,0.354182375647031,0.46143559864367933
0.33,0.35464094733586315,0.46377231066087793
0.34,0.35668202763190554,0.4671184127138887
0.35,0.3577215128406263,0.46897163120567376
0.36,0.35771025068499035,0.47050638572777426
0.37,0.35819400140892094,0.47222083061970843
0.38,0.3591063676028583,0.47466882394579835
0.39,0.36010916996632547,0.4764333809426648
0.4,0.3604006104137606,0.47775777834919
0.41,0.3613027201008598,0.4797346325282472
0.42,0.3623548438710496,0.48243731351096686
0.43,0.3629120082266509,0.48350026357406434
0.44,0.3638266484233719,0.4852284803400637
0.45,0.3646492905428306,0.4863706956568308
0.46,0.3648646846237791,0.4879866097942875
0.47,0.36423467713806273,0.488956587966489
0.48,0.3647242003725042,0.4908042821850123
0.49,0.36521174527113814,0.4920880823282062
0.5,0.3657771995804092,0.4940034584704635
0.51,0.3647074250923733,0.4949312908312683
0.52,0.3641535366060819,0.49574588769143507
0.53,0.3642957085321091,0.49728617951208365
0.54,0.36445482022520637,0.49792722247812066
0.55,0.3650049400356492,0.499912947594452
0.56,0.36444491016988545,0.5015208235844643
0.57,0.3642829609757766,0.5024143210458132
0.58,0.36464744891640666,0.5035604082601473
0.59,0.3643416856329639,0.5049380499191956
0.6,0.36478149718322744,0.5063947876447876
0.61,0.3647970638307774,0.5071671525753159
0.62,0.3643201370748563,0.5077694848892697
0.63,0.3644704309422387,0.5089588079551752
0.64,0.3637149077086055,0.5096237427045821
0.65,0.3640328955554586,0.5114212403779961
0.66,0.36369979434387356,0.5122904323711079
0.67,0.3638311201796492,0.5131202744774128
0.68,0.3636473984186769,0.5138648735190523
0.69,0.3652936964034392,0.5155503935991741
0.7,0.3644094100330521,0.5159359958371277
0.71,0.3639715700100676,0.5161417065025212
0.72,0.36324411810413004,0.5156394351326383
0.73,0.36234325270815965,0.5151978716328567
0.74,0.36151363756294913,0.5160295103957075
0.75,0.3599514134262858,0.5158628153960629
0.76,0.3596235096814936,0.5165075034106412
0.77,0.3566688492003444,0.5151473423299365
0.78,0.3561072315305933,0.5153808763280328
0.79,0.35447769950616576,0.5147460595446585
0.8,0.3520767291490016,0.5143462897526503
0.81,0.3513187737502349,0.5146932952924393
0.82,0.34989874037616336,0.5146730117528301
0.83,0.34795280620837665,0.513623779688183
0.84,0.3443418115034524,0.51071981139026
0.85,0.3426034363418726,0.5101220601369455
0.86,0.3412392181370792,0.5084567390814103
0.87,0.33928501800454797,0.5068107449965756
0.88,0.33277987871684284,0.5033153430994604
0.89,0.32880842300979285,0.5013262599469496
0.9,0.3229546715416563,0.4970695390464121
