threshold,supported_macro_f1,micro_f1
0.1,0.5427672895798366,0.5837030119075414
0.11,0.5479010868820408,0.589044344320607
0.12,0.5538378881599829,0.5948421306338876
0.13,0.560184716871681,0.6005859374999999
0.14,0.5656259445920876,0.6062855728780006
0.15,0.5695447069401365,0.6103896103896105
0.16,0.5736206355461398,0.6126992157854794
0.17,0.5775480154948094,0.6168797953964195
0.18,0.5820652153741495,0.6212941479762826
0.19,0.5853795341605054,0.6249674224654678
0.2,0.5842409154937863,0.6259863229879011
0.21,0.5843855033631172,0.6273885350318472
0.22,0.5842191281458836,0.6286173633440515
0.23,0.5870878764988945,0.6318918918918919
0.24,0.5868626001661748,0.6320087098530212
0.25,0.5909200561647632,0.6357142857142857
0.26,0.5930680700621727,0.6380978711639481
0.27,0.596611447717103,0.6424783700809377
0.28,0.6002215919938457,0.6447442383361439
0.29,0.6004063251737805,0.6466421082459619
0.3,0.5970243734147903,0.6463553530751709
0.31,0.5983435197480524,0.6490370796205805
0.32,0.5965823285072941,0.6472286374133949
0.33,0.5991921240854156,0.6492753623188405
0.34,0.598921336644719,0.6497373029772329
0.35,0.6016342468451348,0.6520082087364408
0.36,0.6029483664092213,0.6532900560637357
0.37,0.6053464087859407,0.6549777117384844
0.38,0.6071716987546826,0.657117278424351
0.39,0.6102827624964835,0.6604567307692307
0.4,0.6100052953836701,0.6604342581423402
0.41,0.6104540362533183,0.660795627087762
0.42,0.6104547034357143,0.661177188167124
0.43,0.6115241447950012,0.6609442060085837
0.44,0.6143204723859945,0.6633785450061652
0.45,0.6156785085396609,0.6662527165476559
0.46,0.6169741013252288,0.6666666666666667
0.47,0.6181990770313088,0.6687578419071518
0.48,0.6184872842295709,0.6691871455576559
0.49,0.6189346327695735,0.669620253164557
0.5,0.6176265340649341,0.6690051020408162
0.51,0.6168362897929817,0.6694480102695763
0.52,0.6181765165905557,0.6705314009661836
0.53,0.616374043585595,0.6701164294954721
0.54,0.6153426937430836,0.6692657569850552
0.55,0.613443271580047,0.6675375571521881
0.56,0.6140676512181958,0.6686371100164203
0.57,0.6136698458642306,0.667986798679868
0.58,0.6109352764353283,0.6679920477137177
0.59,0.6108216074069307,0.6668885191347753
0.6,0.6111554869663567,0.6659973226238286
0.61,0.6136431331399375,0.668010752688172
0.62,0.6141499419016372,0.6673421141506248
0.63,0.6147736726176882,0.6673448626653102
0.64,0.6152638507835355,0.6668939652233208
0.65,0.6174076761488001,0.6680384087791496
0.66,0.61863095133142,0.6691936595451413
0.67,0.6194314675602287,0.6701316701316701
0.68,0.6200796535718275,0.669458987783595
0.69,0.6173822110858722,0.6659649122807018
0.7,0.6173399940411807,0.6654929577464788
0.71,0.6179457930014188,0.6666666666666667
0.72,0.6168212628262374,0.6657213753987947
0.73,0.617045902031534,0.6650017838030681
0.74,0.6152053062821271,0.6637961966271977
0.75,0.6154251333952697,0.6640259272596327
0.76,0.610284308741853,0.6615886833514689
0.77,0.6102013744483162,0.6603429405326523
0.78,0.6075094776071513,0.6581071166544388
0.79,0.6082067161651804,0.6580787633419214
0.8,0.6074761892043536,0.657280474249722
0.81,0.6072709984367975,0.6567497210859056
0.82,0.6051191043736214,0.6564141035258815
0.83,0.6067876931599425,0.6558121923513821
0.84,0.6042306475177595,0.6552119129438716
0.85,0.6016641660650731,0.6536248561565017
0.86,0.5964594906141529,0.6475600309837335
0.87,0.594006807310941,0.64609375
0.88,0.5877351055722633,0.6413602214313958
0.89,0.5849701372953131,0.6388225934765314
0.9,0.5796177378477193,0.6352657004830918
