epoch,train_loss,train_bce,train_hierarchy_penalty,validation_loss,validation_macro_f1_at_0_5,validation_micro_f1_at_0_5
1,0.557930806353968,0.557930806353968,0.0,0.2337649304015942,0.4883061945438385,0.5206853747367859
2,0.32828650127001796,0.32828650127001796,0.0,0.18668141795392673,0.5429291725158691,0.5867432355880737
3,0.2608800182769337,0.2608800182769337,0.0,0.17617528852781553,0.5514414310455322,0.5976898074150085
4,0.21470613627183158,0.21470613627183158,0.0,0.15840245347431323,0.5724287033081055,0.623002290725708
5,0.17953023408399554,0.17953023408399554,0.0,0.15297537978146655,0.5799441337585449,0.6284946203231812
6,0.1538959251953382,0.1538959251953382,0.0,0.1477434202067393,0.5860588550567627,0.6398650407791138
7,0.1300181121861857,0.1300181121861857,0.0,0.144158181292923,0.5949357748031616,0.6460381150245667
8,0.11382099768197294,0.11382099768197294,0.0,0.14492971058077514,0.6053906083106995,0.6525821685791016
9,0.09843816334369554,0.09843816334369554,0.0,0.1413315755859536,0.6129451990127563,0.660445511341095
10,0.08608123480484575,0.08608123480484575,0.0,0.1436224394437799,0.6040162444114685,0.6569749712944031
11,0.07717029030168511,0.07717029030168511,0.0,0.14511395145851164,0.6029617786407471,0.6525984406471252
12,0.0671682497598724,0.0671682497598724,0.0,0.14422477139358256,0.6176266074180603,0.6690051555633545
13,0.06052961170443714,0.06052961170443714,0.0,0.15033775043849446,0.6084600687026978,0.6597937941551208
14,0.053636759393707704,0.053636759393707704,0.0,0.1533165903222028,0.6078454256057739,0.6621314883232117
15,0.04944477866870616,0.04944477866870616,0.0,0.15247231303927647,0.6081494688987732,0.6576427817344666
16,0.044263014461307086,0.044263014461307086,0.0,0.16164764117297709,0.6091873645782471,0.6585124135017395
17,0.04005512864065957,0.04005512864065957,0.0,0.16175321532719758,0.6107069849967957,0.6615742444992065
18,0.03537407255131803,0.03537407255131803,0.0,0.16462958517925827,0.612216055393219,0.6671140789985657
19,0.03218948312885463,0.03218948312885463,0.0,0.16915883988048588,0.6034932732582092,0.6575902104377747
20,0.02936327649176274,0.02936327649176274,0.0,0.17141421654302674,0.6136857867240906,0.6646237969398499
21,0.025804541204945415,0.025804541204945415,0.0,0.1737678425871801,0.6090902090072632,0.6650535464286804
22,0.02251520181011068,0.02251520181011068,0.0,0.1779229384880022,0.6086564064025879,0.6631799340248108
23,0.02154019475756097,0.02154019475756097,0.0,0.18268072886389095,0.6076236963272095,0.6590117812156677
24,0.020270842404819318,0.020270842404819318,0.0,0.18461805883954213,0.610304594039917,0.6650228500366211
