true_id,true_label,house,techno,electro,trance,drum_and_bass,footwork,dubstep,future_bass,trap_edm,phonk,midtempo,breakbeat,uk_garage,hardcore,hardstyle,moombahton,amapiano,nu_disco,synthwave,other
midtempo,Midtempo,0.13861386138613863,0.0,0.019801980198019802,0.019801980198019802,0.1188118811881188,0.0,0.15841584158415842,0.0,0.09900990099009901,0.0,0.32673267326732675,0.009900990099009901,0.0,0.0,0.0,0.07920792079207921,0.0,0.0,0.009900990099009901,0.019801980198019802
breakbeat,Breakbeat,0.07339449541284404,0.009174311926605505,0.03669724770642202,0.03669724770642202,0.11926605504587157,0.0,0.12844036697247707,0.0,0.01834862385321101,0.0,0.009174311926605505,0.48623853211009177,0.009174311926605505,0.027522935779816515,0.0,0.009174311926605505,0.0,0.009174311926605505,0.027522935779816515,0.0
uk_garage,UK Garage,0.2777777777777778,0.044444444444444446,0.044444444444444446,0.011111111111111112,0.05555555555555555,0.0,0.2,0.0,0.044444444444444446,0.011111111111111112,0.0,0.011111111111111112,0.2111111111111111,0.0,0.0,0.011111111111111112,0.044444444444444446,0.011111111111111112,0.022222222222222223,0.0
hardcore,Hardcore,0.0149812734082397,0.033707865168539325,0.0,0.011235955056179775,0.0599250936329588,0.003745318352059925,0.00749063670411985,0.003745318352059925,0.018726591760299626,0.0,0.0,0.0,0.0,0.8014981273408239,0.026217228464419477,0.0,0.0,0.003745318352059925,0.0,0.0149812734082397
hardstyle,Hardstyle,0.008928571428571428,0.017857142857142856,0.0,0.008928571428571428,0.026785714285714284,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.11607142857142858,0.7410714285714286,0.0,0.0,0.0,0.0,0.044642857142857144
moombahton,Moombahton,0.08280254777070063,0.025477707006369428,0.07006369426751592,0.01910828025477707,0.01910828025477707,0.01910828025477707,0.050955414012738856,0.0,0.006369426751592357,0.012738853503184714,0.0,0.0,0.006369426751592357,0.0,0.0,0.6815286624203821,0.006369426751592357,0.0,0.0,0.0
amapiano,Amapiano,0.13580246913580246,0.0,0.06172839506172839,0.012345679012345678,0.012345679012345678,0.0,0.06172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06172839506172839,0.6172839506172839,0.024691358024691357,0.012345679012345678,0.0
nu_disco,Nu-Disco,0.25833333333333336,0.0,0.008333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.0,0.5416666666666666,0.10833333333333334,0.008333333333333333
synthwave,Synthwave,0.05555555555555555,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.0,0.1349206349206349,0.015873015873015872,0.023809523809523808,0.007936507936507936,0.0873015873015873,0.031746031746031744,0.0,0.0,0.0,0.0,0.007936507936507936,0.031746031746031744,0.5238095238095238,0.0
other,Other,0.2795031055900621,0.049689440993788817,0.055900621118012424,0.012422360248447204,0.08695652173913043,0.006211180124223602,0.10559006211180125,0.012422360248447204,0.14285714285714285,0.006211180124223602,0.0,0.049689440993788817,0.012422360248447204,0.06832298136645963,0.031055900621118012,0.049689440993788817,0.006211180124223602,0.018633540372670808,0.006211180124223602,0.0
