true_id,true_label,house,techno,electro,trance,drum_and_bass,footwork,dubstep,future_bass,trap_edm,phonk,midtempo,breakbeat,uk_garage,hardcore,hardstyle,moombahton,amapiano,nu_disco,synthwave,other
house,House,0.7760989010989011,0.03571428571428571,0.019230769230769232,0.04945054945054945,0.0027472527472527475,0.008241758241758242,0.016483516483516484,0.0013736263736263737,0.01510989010989011,0.0027472527472527475,0.0027472527472527475,0.009615384615384616,0.004120879120879121,0.0,0.0027472527472527475,0.009615384615384616,0.006868131868131868,0.016483516483516484,0.020604395604395604,0.0
techno,Techno,0.15151515151515152,0.6296296296296297,0.016835016835016835,0.06734006734006734,0.020202020202020204,0.0,0.020202020202020204,0.0,0.013468013468013467,0.003367003367003367,0.003367003367003367,0.006734006734006734,0.006734006734006734,0.04040404040404041,0.006734006734006734,0.006734006734006734,0.003367003367003367,0.0,0.003367003367003367,0.0
electro,Electro,0.17045454545454544,0.09090909090909091,0.42613636363636365,0.005681818181818182,0.011363636363636364,0.017045454545454544,0.05113636363636364,0.011363636363636364,0.03409090909090909,0.0,0.0,0.0625,0.011363636363636364,0.0,0.0,0.03977272727272727,0.005681818181818182,0.03409090909090909,0.028409090909090908,0.0
trance,Trance,0.031818181818181815,0.045454545454545456,0.006818181818181818,0.8113636363636364,0.013636363636363636,0.0,0.00909090909090909,0.0,0.006818181818181818,0.0,0.0,0.05,0.0,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0022727272727272726,0.00909090909090909,0.0
drum_and_bass,Drum & Bass,0.012269938650306749,0.006134969325153374,0.006134969325153374,0.0,0.8282208588957055,0.010224948875255624,0.05725971370143149,0.002044989775051125,0.010224948875255624,0.002044989775051125,0.00408997955010225,0.010224948875255624,0.0,0.03067484662576687,0.0,0.010224948875255624,0.0,0.002044989775051125,0.0,0.0081799591002045
footwork,Footwork,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.6363636363636364,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
dubstep,Dubstep,0.05405405405405406,0.006756756756756757,0.010135135135135136,0.010135135135135136,0.057432432432432436,0.016891891891891893,0.652027027027027,0.0,0.13513513513513514,0.0033783783783783786,0.013513513513513514,0.0033783783783783786,0.010135135135135136,0.0,0.006756756756756757,0.006756756756756757,0.0033783783783783786,0.0,0.006756756756756757,0.0033783783783783786
future_bass,Future Bass,0.05555555555555555,0.0,0.037037037037037035,0.0,0.0,0.018518518518518517,0.3333333333333333,0.05555555555555555,0.2222222222222222,0.037037037037037035,0.1111111111111111,0.018518518518518517,0.0,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.0,0.0
trap_edm,Trap (EDM),0.027586206896551724,0.0,0.041379310344827586,0.006896551724137931,0.034482758620689655,0.006896551724137931,0.13793103448275862,0.006896551724137931,0.6344827586206897,0.013793103448275862,0.027586206896551724,0.041379310344827586,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.0,0.006896551724137931
phonk,Phonk,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0784313725490196,0.5882352941176471,0.058823529411764705,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
