epoch,train_loss,validation_loss,validation_macro_f1_at_0_5,validation_micro_f1_at_0_5
32,0.32478363836996405,0.3170590085594632,0.31784844398498535,0.37392765283584595
33,0.3159554784264025,0.30949812391833204,0.32324573397636414,0.37875914573669434
34,0.3094741348585718,0.3026606047340321,0.31301888823509216,0.3760855495929718
35,0.3022125846923658,0.2972315652143743,0.3266385793685913,0.38723644614219666
36,0.29562382589355096,0.29113238901678423,0.3260907828807831,0.3865338861942291
37,0.28953186067944103,0.2860465163148184,0.31529539823532104,0.38387495279312134
38,0.2838622563218816,0.28076744852893154,0.32208991050720215,0.38879290223121643
39,0.27818612170487944,0.274102554879343,0.33581918478012085,0.3987724184989929
40,0.2713893715912729,0.26917938902086597,0.34093332290649414,0.40519586205482483
41,0.2665653262678236,0.26398299230178945,0.3397260010242462,0.40654733777046204
42,0.2601140774867441,0.25847268227125786,0.3458082973957062,0.409655898809433
43,0.2551679354344307,0.25453177042515673,0.3499244749546051,0.41339850425720215
44,0.25006223644128645,0.2493106331023054,0.35032567381858826,0.4166138172149658
45,0.2451038043758328,0.24460325235109717,0.34305545687675476,0.41155385971069336
46,0.23994655886838334,0.24231675677164968,0.35428401827812195,0.41826310753822327
47,0.2348941749374378,0.23564130410380746,0.3614657521247864,0.4237454831600189
48,0.23017430583423976,0.23261225366542582,0.361015260219574,0.42823946475982666
49,0.22622075574750417,0.2283602347219501,0.3571152687072754,0.4249035716056824
50,0.2211850146323036,0.22494012814704153,0.36333799362182617,0.4278086721897125
51,0.21711580797137772,0.2203740287948178,0.35967332124710083,0.4290696382522583
52,0.21300277404518048,0.21592522408894985,0.36907723546028137,0.43569135665893555
53,0.2086112572462091,0.21381113209819097,0.36697524785995483,0.4341563582420349
54,0.20445337274745387,0.20905581738383294,0.37161141633987427,0.44029417634010315
55,0.20068620583140032,0.2064412103252351,0.36770710349082947,0.4391552805900574
56,0.1974771545853593,0.20229605201394332,0.36580634117126465,0.4401644170284271
57,0.19366169503745154,0.19968969522474203,0.3703729510307312,0.4389956295490265
58,0.18959029288577883,0.19671088877391915,0.3650711178779602,0.43778038024902344
59,0.18619800814642923,0.1946415558977436,0.3596799969673157,0.43471112847328186
60,0.18282953645784472,0.19020056522253787,0.36955738067626953,0.4440433084964752
61,0.17957327478230176,0.1875055346194978,0.3678753972053528,0.4416716992855072
62,0.17664133833463286,0.18451957870052899,0.36605677008628845,0.44018909335136414
63,0.17299791648203713,0.181971128138878,0.3721749782562256,0.446393758058548
64,0.17000512826751282,0.1793044862179173,0.3760189712047577,0.44860270619392395
65,0.1670341332088085,0.17598888688202063,0.3722836673259735,0.44753506779670715
66,0.1638928767079493,0.17388685778515217,0.37107735872268677,0.4474206566810608
67,0.16135176366743093,0.17112352138028997,0.36913570761680603,0.44690924882888794
68,0.15846725471863937,0.16886714158013322,0.3678899109363556,0.45128852128982544
69,0.15531481358461335,0.16653922372975444,0.3728531002998352,0.4518481492996216
70,0.15269189811264,0.16479902532531673,0.36674317717552185,0.44687265157699585
71,0.15031222880440157,0.1620239321590093,0.38190263509750366,0.45549339056015015
72,0.1478187842193363,0.15959118180389564,0.37412795424461365,0.453483909368515
73,0.14499084191274275,0.1577521357840256,0.36568376421928406,0.4486983120441437
74,0.14289994117971513,0.1559475985440341,0.3726300597190857,0.45442840456962585
75,0.140461205337929,0.1537419742277299,0.37442293763160706,0.45504018664360046
76,0.13812662935485437,0.15214289395163924,0.37582576274871826,0.45681583881378174
77,0.1356851661294799,0.14977261502416406,0.3768087327480316,0.45895621180534363
78,0.13363808034272373,0.1473869197769723,0.3756018280982971,0.46155887842178345
79,0.13114866644373716,0.1459731822875849,0.3755297362804413,0.45779648423194885
80,0.12906245314610898,0.1442920317296075,0.383158415555954,0.4632634222507477
81,0.12703915118193632,0.14200832067985894,0.3757627010345459,0.45986467599868774
82,0.12502204992923782,0.14080585156862266,0.3686736226081848,0.45711255073547363
83,0.12293138845833458,0.1384865959908895,0.38278231024742126,0.46620988845825195
84,0.12113614564379127,0.13729821662544084,0.3797639012336731,0.4630700945854187
85,0.11893048945198274,0.13537603396233347,0.37851160764694214,0.4642280638217926
86,0.11720961732453118,0.13386309297854623,0.3800252079963684,0.46527400612831116
87,0.11528993921449734,0.1325592111170977,0.37686216831207275,0.4635797441005707
88,0.11347673647436929,0.13133387773886493,0.37865346670150757,0.4636894166469574
89,0.11164631899037726,0.13001497115211924,0.37618768215179443,0.4637484848499298
90,0.10989158406980282,0.12851358284148054,0.37539759278297424,0.4646931290626526
91,0.10822922244706283,0.1273505499669377,0.3783164918422699,0.4680909216403961
92,0.10655720679450473,0.12543051660870558,0.38049519062042236,0.4689100980758667
