threshold,supported_macro_f1,micro_f1
0.1,0.30864687228857834,0.35056967572305
0.11,0.3161733985619797,0.3601672367920942
0.12,0.3237385919599436,0.36986841068473725
0.13,0.33306063112072537,0.38040110875591066
0.14,0.3381609775304366,0.3878422506907812
0.15,0.3441185933788294,0.39576519194353593
0.16,0.34934538075456295,0.40264666960741063
0.17,0.3549537998816541,0.40944454496110005
0.18,0.36067000387258813,0.416497133345663
0.19,0.36602606391953824,0.42316762569568905
0.2,0.37131794089723297,0.42923165800115537
0.21,0.37499635469713694,0.43442381373415856
0.22,0.37851424484959506,0.44028056112224445
0.23,0.38265222542415983,0.44546381243628946
0.24,0.38498038553119224,0.4485362573704355
0.25,0.38798302504070586,0.4520807061790668
0.26,0.3912773944140099,0.4571001175339246
0.27,0.39359057593731106,0.46067050016274275
0.28,0.3992989702130931,0.46589531680440777
0.29,0.4011739785983511,0.46874650564687464
0.3,0.40352749462989285,0.4728717366628832
0.31,0.4058995525208295,0.4765301426599171
0.32,0.4077421143204151,0.48022401120056
0.33,0.4115909737042299,0.48386715518260254
0.34,0.4155582643166012,0.48797990670972385
0.35,0.41838256029810705,0.4919501271032563
0.36,0.4209439433136946,0.49533169533169535
0.37,0.42372374515650124,0.49776341948310143
0.38,0.42324502131552155,0.4996232102486812
0.39,0.4260003481912938,0.5032389178203989
0.4,0.4272827272404044,0.5060983438182053
0.41,0.42949715587762455,0.5092796885139519
0.42,0.4316978313497212,0.5122271890612673
0.43,0.4322819055677843,0.5149382552117913
0.44,0.4323809251456086,0.5166666666666666
0.45,0.43499283460200244,0.5201196302338228
0.46,0.43615098164645977,0.5223839604504257
0.47,0.43740423676246964,0.5251350228500208
0.48,0.43485413990037575,0.5255494890102198
0.49,0.43648336543962973,0.5284725166030804
0.5,0.43927143246144246,0.5327049414453013
0.51,0.4378908991259887,0.5336600836096295
0.52,0.4392567699332797,0.536493166618203
0.53,0.4396322122529161,0.5372652582159625
0.54,0.4378881922612924,0.5375482338972989
0.55,0.4377015714306783,0.5386690647482014
0.56,0.4379424452565172,0.5408595641646489
0.57,0.4380842590518152,0.5421189420577893
0.58,0.43485939308126753,0.5431832202344232
0.59,0.4374218064265396,0.5467289719626168
0.6,0.43591921852036325,0.5465371356941399
0.61,0.43553274037815454,0.5479365079365079
0.62,0.43573646438475594,0.549246069939044
0.63,0.4355330803498807,0.5481361426256078
0.64,0.43441554035140617,0.550016398819285
0.65,0.4329950388547154,0.5524220305242203
0.66,0.4327915881009494,0.5529845741113347
0.67,0.43121681211350205,0.5538617886178863
0.68,0.4314174221650884,0.5559159979511695
0.69,0.4271594191874102,0.5550189720593309
0.7,0.4286103322353804,0.5570680628272251
0.71,0.4273098415805907,0.5568682771997885
0.72,0.42551908544513267,0.5565092989985694
0.73,0.42366957430707014,0.5568981064021641
0.74,0.42015931105114607,0.5562431743720422
0.75,0.42094100038105076,0.5575334923839237
0.76,0.4171406557678462,0.5559673832468495
0.77,0.4149700241181192,0.5543702040052405
0.78,0.4106673424600398,0.5530461188081229
0.79,0.4019787312231372,0.5496447090455155
0.8,0.3972488819329594,0.5459490965611036
0.81,0.394975457327263,0.5452763622108976
0.82,0.3934031777209514,0.5440126883425853
0.83,0.3886895327109098,0.542604501607717
0.84,0.38499604348459165,0.5392435949572997
0.85,0.3754613901749862,0.5355078447563997
0.86,0.3728892188330019,0.5333611342785655
0.87,0.3647423338386487,0.5270528325907066
0.88,0.3583086074858105,0.5200773029847542
0.89,0.34903156557397363,0.5133129637712789
0.9,0.3377285835343592,0.502452073116362
